estimator_study_id,source_study_id,study_id,domain,cipher,round,k,seed,control_type,n_samples_total,pca_components,explained_variance_sum,projection_id,sample_selection_hash,pair_shuffle_k1_identical,silhouette_kmeans,silhouette_control_median,silhouette_null_median,silhouette_excess_null,kmeans_inertia,kmeans_adjusted_rand,kmeans_aligned_accuracy,kmeans_n_iter,kmeans_stability_ari,kmeans_stability_ari_median,kmeans_stability_ari_min,stability_pair_count,source_config_hash,estimator_protocol_hash,estimator_job_hash,status
present80_projected_geometry_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,2,203,D0_vs_D0,10000,16,0.11887293308973312,a98998b6d7273243d3e054be157da351901a4e1527bd5cca6fb858fa094dd2d2,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.04256657138466835,0.06950272060930729,0.06950272060930729,-0.02693614922463894,38407.06640625,-2.2558799456340063e-05,0.5044,39,0.09834282584074562,0.09712897651586037,0.0022621750318617363,3,01a70c40a70e877a23d777d4f03b07dbe0fd9d4fb3959569e50857933a94a736,ae9bae7b7f7a637e643715b9ebf457a447973061f4f0d32756b5d7e87775b615,e1fadcc775d369c9cca2534e2ae56afa1632de6d1d7ca200ca3fb7e5e635af9c,completed
present80_projected_geometry_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,2,203,D1_vs_D0,10000,16,0.11887293308973312,a98998b6d7273243d3e054be157da351901a4e1527bd5cca6fb858fa094dd2d2,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.20489613711833954,0.06950272060930729,0.06950272060930729,0.13539341650903225,91804.3046875,0.966285628695178,0.9915,6,0.9997333333329715,0.9995999999994575,0.9995999999994575,3,01a70c40a70e877a23d777d4f03b07dbe0fd9d4fb3959569e50857933a94a736,ae9bae7b7f7a637e643715b9ebf457a447973061f4f0d32756b5d7e87775b615,e1fadcc775d369c9cca2534e2ae56afa1632de6d1d7ca200ca3fb7e5e635af9c,completed
present80_projected_geometry_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,2,203,D1_vs_D1,10000,16,0.11887293308973312,a98998b6d7273243d3e054be157da351901a4e1527bd5cca6fb858fa094dd2d2,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.09643886983394623,0.06950272060930729,0.06950272060930729,0.02693614922463894,121406.734375,-9.054034372744632e-05,0.5014,18,0.9991999458180686,0.9987999187271027,0.9987999187271027,3,01a70c40a70e877a23d777d4f03b07dbe0fd9d4fb3959569e50857933a94a736,ae9bae7b7f7a637e643715b9ebf457a447973061f4f0d32756b5d7e87775b615,e1fadcc775d369c9cca2534e2ae56afa1632de6d1d7ca200ca3fb7e5e635af9c,completed
present80_projected_geometry_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,2,203,pair_shuffled,10000,16,0.11887293308973312,a98998b6d7273243d3e054be157da351901a4e1527bd5cca6fb858fa094dd2d2,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.2072312980890274,0.06950272060930729,0.06950272060930729,0.13772857747972012,88703.84375,0.9631422745608307,0.9907,6,1.0,1.0,1.0,3,01a70c40a70e877a23d777d4f03b07dbe0fd9d4fb3959569e50857933a94a736,ae9bae7b7f7a637e643715b9ebf457a447973061f4f0d32756b5d7e87775b615,e1fadcc775d369c9cca2534e2ae56afa1632de6d1d7ca200ca3fb7e5e635af9c,completed
present80_projected_geometry_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,4,201,D0_vs_D0,10000,16,0.08042141795158386,c6666b7d525487e737290fb21cc45bfd20e6d92874695aa1c384dea9295d1abf,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.04265996068716049,0.05953066051006317,0.05953066051006317,-0.01687069982290268,38418.2734375,-8.704332732708722e-05,0.5018,40,0.5753385740340683,0.5642578711441681,0.4491129522655335,3,d21ee05d9faf61be93e003a6023061db962d47b8adb788936f88bbf27e01e119,ae9bae7b7f7a637e643715b9ebf457a447973061f4f0d32756b5d7e87775b615,d66c35ab9d6bb9eee50f895e9853d51abfebf45e8b551691607755c44e0bc245,completed
present80_projected_geometry_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,4,201,D1_vs_D0,10000,16,0.08042141795158386,c6666b7d525487e737290fb21cc45bfd20e6d92874695aa1c384dea9295d1abf,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.2838963270187378,0.05953066051006317,0.05953066051006317,0.22436566650867462,110819.0,0.9992000800000128,0.9998,4,1.0,1.0,1.0,3,d21ee05d9faf61be93e003a6023061db962d47b8adb788936f88bbf27e01e119,ae9bae7b7f7a637e643715b9ebf457a447973061f4f0d32756b5d7e87775b615,d66c35ab9d6bb9eee50f895e9853d51abfebf45e8b551691607755c44e0bc245,completed
present80_projected_geometry_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,4,201,D1_vs_D1,10000,16,0.08042141795158386,c6666b7d525487e737290fb21cc45bfd20e6d92874695aa1c384dea9295d1abf,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.07640136033296585,0.05953066051006317,0.05953066051006317,0.01687069982290268,150678.765625,-8.90998074648621e-05,0.5016,22,0.9078418766107769,0.8817081429454007,0.8715954929010679,3,d21ee05d9faf61be93e003a6023061db962d47b8adb788936f88bbf27e01e119,ae9bae7b7f7a637e643715b9ebf457a447973061f4f0d32756b5d7e87775b615,d66c35ab9d6bb9eee50f895e9853d51abfebf45e8b551691607755c44e0bc245,completed
present80_projected_geometry_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,4,201,pair_shuffled,10000,16,0.08042141795158386,c6666b7d525487e737290fb21cc45bfd20e6d92874695aa1c384dea9295d1abf,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.288882851600647,0.05953066051006317,0.05953066051006317,0.2293521910905838,103458.1875,0.998000800060212,0.9995,4,1.0,1.0,1.0,3,d21ee05d9faf61be93e003a6023061db962d47b8adb788936f88bbf27e01e119,ae9bae7b7f7a637e643715b9ebf457a447973061f4f0d32756b5d7e87775b615,d66c35ab9d6bb9eee50f895e9853d51abfebf45e8b551691607755c44e0bc245,completed
present80_projected_geometry_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,4,202,D0_vs_D0,10000,16,0.08048777282238007,a1b5655af322d87e2458bc310ca9e8f1c20ea928c387e3b908d7aa8ff5b9814b,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.04224811866879463,0.059177784249186516,0.059177784249186516,-0.016929665580391884,38330.31640625,-2.6049689862011507e-05,0.5043,52,0.46956522021760433,0.4843644343816129,0.4279204280157239,3,176936495d8cb6d936225d0477ab8cc64cde3c2031b11df715706548fae91b42,ae9bae7b7f7a637e643715b9ebf457a447973061f4f0d32756b5d7e87775b615,7d95493e55af9209cd490d6d98ffc39a56fb9ce6bc7e79e5c1adb126918f3159,completed
present80_projected_geometry_full,present80_rkmp_controls_v1,present80_rkmp_controls_v1,analysis,PRESENT-80,6,4,202,D1_vs_D0,10000,16,0.08048777282238007,a1b5655af322d87e2458bc310ca9e8f1c20ea928c387e3b908d7aa8ff5b9814b,e17494764a0b70d71507941c0870a216154a356e6eed2a4bcdcd75a1fdd00e85,,0.2826780080795288,0.059177784249186516,0.059177784249186516,0.2235002238303423,111028.0546875,0.9972016801405766,0.9993,4,1.0,1.0,1.0,3,176936495d8cb6d936225d0477ab8cc64cde3c2031b11df715706548fae91b42,ae9bae7b7f7a637e643715b9ebf457a447973061f4f0d32756b5d7e87775b615,7d95493e55af9209cd490d6d98ffc39a56fb9ce6bc7e79e5c1adb126918f3159,completed
